channel_name,image_name,object_class,confidence,x_min,y_min,x_max,y_max
lobelia4cosmetics,22724.jpg,cup,0.2591,262.0609130859375,442.279296875,653.8145751953125,1273.9326171875
lobelia4cosmetics,22725.jpg,bottle,0.5305,205.8299102783203,367.7740783691406,630.9556274414062,1277.2110595703125
lobelia4cosmetics,22726.jpg,bottle,0.3202,88.69218444824219,193.44793701171875,138.20921325683594,358.60888671875
lobelia4cosmetics,22726.jpg,bottle,0.2976,39.846038818359375,468.54827880859375,129.74940490722656,702.5331420898438
lobelia4cosmetics,22727.jpg,bottle,0.8954,313.74200439453125,65.0159912109375,692.2355346679688,1280.0
lobelia4cosmetics,22727.jpg,bottle,0.3959,315.350830078125,414.3053894042969,691.1806640625,1256.571533203125
lobelia4cosmetics,22730.jpg,bottle,0.8308,202.870361328125,99.286865234375,785.1199951171875,1248.429443359375
lobelia4cosmetics,22732.jpg,teddy bear,0.3179,390.439697265625,845.44384765625,524.0938720703125,1064.57861328125
lobelia4cosmetics,22735.jpg,bottle,0.2756,18.09191131591797,5.777862548828125,258.3084716796875,315.1745300292969
lobelia4cosmetics,22736.jpg,cell phone,0.3196,97.504150390625,147.2822265625,798.3117065429688,1245.9461669921875
lobelia4cosmetics,22737.jpg,person,0.6241,283.80517578125,713.6126708984375,778.5501708984375,1221.8541259765625
lobelia4cosmetics,22737.jpg,surfboard,0.3663,124.2664794921875,23.7469482421875,1189.0,1277.0135498046875
lobelia4cosmetics,22738.jpg,person,0.6789,433.2819519042969,94.08354949951172,602.556396484375,356.2391662597656
lobelia4cosmetics,22738.jpg,stop sign,0.2719,119.3766860961914,158.48260498046875,498.2906188964844,518.3598022460938
lobelia4cosmetics,22740.jpg,clock,0.2701,488.2523498535156,230.61990356445312,700.5152587890625,432.3203430175781
lobelia4cosmetics,22743.jpg,bottle,0.8007,270.51751708984375,106.64507293701172,417.2012939453125,515.5501708984375
lobelia4cosmetics,22744.jpg,bottle,0.7326,266.14166259765625,95.5146713256836,426.87945556640625,534.071533203125
lobelia4cosmetics,22745.jpg,person,0.4573,465.8716125488281,368.70611572265625,596.583984375,578.1015625
lobelia4cosmetics,22745.jpg,book,0.3185,195.7894744873047,710.8551025390625,598.436279296875,799.7451782226562
lobelia4cosmetics,22746.jpg,bottle,0.87,363.4574890136719,51.875732421875,923.63525390625,1278.2078857421875
lobelia4cosmetics,22747.jpg,bottle,0.4841,172.86175537109375,85.170166015625,654.9950561523438,1171.663818359375
lobelia4cosmetics,22747.jpg,dining table,0.2949,0.0,950.0220336914062,849.5654296875,1278.919921875
lobelia4cosmetics,22748.jpg,bottle,0.588,218.26547241210938,32.604549407958984,486.8515319824219,641.9086303710938
lobelia4cosmetics,22748.jpg,bottle,0.3194,217.45228576660156,206.17160034179688,486.5111999511719,655.9906005859375
lobelia4cosmetics,22750.jpg,bottle,0.8308,202.870361328125,99.286865234375,785.1199951171875,1248.429443359375
lobelia4cosmetics,22753.jpg,cell phone,0.3196,97.504150390625,147.2822265625,798.3117065429688,1245.9461669921875
lobelia4cosmetics,22755.jpg,refrigerator,0.458,92.69488525390625,27.589313507080078,475.69854736328125,547.42724609375
lobelia4cosmetics,22756.jpg,refrigerator,0.5,17.9334716796875,4.905731201171875,281.407958984375,312.9587707519531
lobelia4cosmetics,22757.jpg,refrigerator,0.3571,121.37431335449219,29.325254440307617,1090.6990966796875,1077.2406005859375
lobelia4cosmetics,22758.jpg,bottle,0.5191,127.6429443359375,120.63406372070312,743.7197265625,1100.805419921875
lobelia4cosmetics,22764.jpg,bottle,0.9045,295.685791015625,15.914794921875,682.66748046875,1057.99609375
lobelia4cosmetics,22764.jpg,dining table,0.338,0.0,723.7646484375,959.79150390625,1279.274658203125
lobelia4cosmetics,22766.jpg,parking meter,0.2555,87.98713684082031,11.097335815429688,457.6512145996094,786.5708618164062
lobelia4cosmetics,22767.jpg,bottle,0.5708,97.64436340332031,54.83056640625,606.3384399414062,1275.34228515625
lobelia4cosmetics,22768.jpg,person,0.6241,283.80517578125,713.6126708984375,778.5501708984375,1221.8541259765625
lobelia4cosmetics,22768.jpg,surfboard,0.3663,124.2664794921875,23.7469482421875,1189.0,1277.0135498046875
lobelia4cosmetics,22769.jpg,person,0.6789,433.2819519042969,94.08354949951172,602.556396484375,356.2391662597656
lobelia4cosmetics,22769.jpg,stop sign,0.2719,119.3766860961914,158.48260498046875,498.2906188964844,518.3598022460938
lobelia4cosmetics,22772.jpg,bottle,0.8076,112.36875915527344,27.5928955078125,599.599609375,1250.4852294921875
lobelia4cosmetics,22773.jpg,refrigerator,0.3583,0.0,6.8563232421875,960.0,1256.4107666015625
lobelia4cosmetics,22779.jpg,hot dog,0.5861,132.95736694335938,104.72920989990234,146.01071166992188,167.58590698242188
lobelia4cosmetics,22779.jpg,hot dog,0.5569,94.67814636230469,101.25405883789062,128.8873291015625,168.57305908203125
lobelia4cosmetics,22779.jpg,hot dog,0.2664,62.19852066040039,101.9964370727539,91.66073608398438,181.29959106445312
lobelia4cosmetics,22779.jpg,hot dog,0.2514,111.87213134765625,101.74958801269531,129.0081024169922,168.68186950683594
lobelia4cosmetics,22784.jpg,person,0.2875,154.7552490234375,217.1551513671875,552.525146484375,1221.894287109375
lobelia4cosmetics,22785.jpg,book,0.2937,136.58616638183594,401.1708984375,598.3372802734375,1241.904296875
lobelia4cosmetics,22787.jpg,hot dog,0.5861,132.95736694335938,104.72920989990234,146.01071166992188,167.58590698242188
lobelia4cosmetics,22787.jpg,hot dog,0.5569,94.67814636230469,101.25405883789062,128.8873291015625,168.57305908203125
lobelia4cosmetics,22787.jpg,hot dog,0.2664,62.19852066040039,101.9964370727539,91.66073608398438,181.29959106445312
lobelia4cosmetics,22787.jpg,hot dog,0.2514,111.87213134765625,101.74958801269531,129.0081024169922,168.68186950683594
lobelia4cosmetics,22789.jpg,bottle,0.9157,484.8349609375,41.82861328125,885.3553466796875,1160.232421875
lobelia4cosmetics,22789.jpg,bottle,0.8189,106.34913635253906,34.5926513671875,497.423583984375,1166.88427734375
lobelia4cosmetics,22790.jpg,bottle,0.869,220.66432189941406,95.57861328125,719.3087158203125,1213.134521484375
lobelia4cosmetics,22791.jpg,cell phone,0.4635,152.5556640625,274.4083251953125,631.627685546875,1260.31494140625
lobelia4cosmetics,22793.jpg,bottle,0.87,363.4574890136719,51.875732421875,923.63525390625,1278.2078857421875
lobelia4cosmetics,22794.jpg,bottle,0.4841,172.86175537109375,85.170166015625,654.9950561523438,1171.663818359375
lobelia4cosmetics,22794.jpg,dining table,0.2949,0.0,950.0220336914062,849.5654296875,1278.919921875
lobelia4cosmetics,22795.jpg,bottle,0.6552,240.92254638671875,685.3653564453125,331.9996032714844,937.0071411132812
lobelia4cosmetics,22795.jpg,bottle,0.6379,340.8867492675781,593.5812377929688,436.2984924316406,845.5999755859375
lobelia4cosmetics,22795.jpg,bottle,0.6189,857.34619140625,181.3132781982422,923.00048828125,388.2864990234375
lobelia4cosmetics,22795.jpg,bottle,0.6081,528.68408203125,405.0157775878906,596.2427978515625,610.2046508789062
lobelia4cosmetics,22795.jpg,bottle,0.6054,626.110107421875,826.2855834960938,692.0267333984375,1016.648681640625
lobelia4cosmetics,22795.jpg,bottle,0.5932,702.87548828125,826.0935668945312,774.1332397460938,1011.4839477539062
lobelia4cosmetics,22795.jpg,bottle,0.5883,769.2465209960938,182.5730743408203,841.42236328125,389.4698791503906
lobelia4cosmetics,22795.jpg,bottle,0.569,856.3300170898438,400.4423828125,922.0177001953125,603.2119750976562
lobelia4cosmetics,22795.jpg,bottle,0.5684,612.2109375,403.7601318359375,680.4342041015625,609.7031860351562
lobelia4cosmetics,22795.jpg,bottle,0.5624,699.5103149414062,404.22711181640625,761.6079711914062,607.2855834960938
lobelia4cosmetics,22795.jpg,bottle,0.5369,467.82928466796875,835.7783203125,533.5513305664062,1026.258056640625
lobelia4cosmetics,22795.jpg,bottle,0.5203,587.0342407226562,177.6331329345703,673.6362915039062,392.1693115234375
lobelia4cosmetics,22795.jpg,bottle,0.5048,686.3883056640625,181.66262817382812,760.4796752929688,391.45343017578125
lobelia4cosmetics,22795.jpg,bottle,0.4913,620.2384033203125,620.79833984375,683.4635620117188,815.3356323242188
lobelia4cosmetics,22795.jpg,bottle,0.4902,778.9935302734375,402.95068359375,841.6917724609375,605.7481079101562
lobelia4cosmetics,22795.jpg,bottle,0.4899,547.6871948242188,832.4832763671875,613.2256469726562,1019.6884155273438
lobelia4cosmetics,22795.jpg,bottle,0.4856,445.79437255859375,404.8258056640625,512.52685546875,613.2114868164062
lobelia4cosmetics,22795.jpg,bottle,0.4419,856.6394653320312,822.3032836914062,926.8344116210938,1003.7725830078125
lobelia4cosmetics,22795.jpg,bottle,0.4393,783.3997192382812,827.9736938476562,851.184326171875,1007.6046142578125
lobelia4cosmetics,22795.jpg,bottle,0.3887,857.2748413085938,615.411376953125,930.83740234375,807.4843139648438
lobelia4cosmetics,22795.jpg,bottle,0.3397,503.9788818359375,172.85775756835938,588.8236694335938,391.9591369628906
lobelia4cosmetics,22795.jpg,bottle,0.3238,405.2379455566406,167.744140625,502.8370666503906,393.13848876953125
lobelia4cosmetics,22795.jpg,bottle,0.3154,778.30517578125,614.508544921875,850.9862060546875,809.7899780273438
lobelia4cosmetics,22795.jpg,bottle,0.2966,542.311767578125,621.2264404296875,609.3078002929688,819.2339477539062
lobelia4cosmetics,22795.jpg,bottle,0.2851,454.06707763671875,621.9121704101562,524.4823608398438,820.8240356445312
lobelia4cosmetics,22796.jpg,bottle,0.8552,140.56344604492188,600.98486328125,268.29931640625,929.7630615234375
lobelia4cosmetics,22796.jpg,bottle,0.7981,728.9548950195312,209.768310546875,924.1419067382812,515.9201049804688
lobelia4cosmetics,22796.jpg,bottle,0.7763,221.6152801513672,367.58599853515625,356.3298034667969,669.843017578125
lobelia4cosmetics,22796.jpg,bottle,0.6701,335.8790283203125,334.1639099121094,533.8873901367188,611.4681396484375
lobelia4cosmetics,22796.jpg,bottle,0.6244,889.4122314453125,165.84072875976562,1074.4654541015625,450.3980712890625
lobelia4cosmetics,22796.jpg,bottle,0.5701,650.8056640625,217.21035766601562,771.6297607421875,504.91949462890625
lobelia4cosmetics,22797.jpg,suitcase,0.3223,225.74366760253906,307.1627197265625,402.80078125,458.5603942871094
lobelia4cosmetics,22798.jpg,oven,0.253,152.57540893554688,51.146392822265625,303.900390625,204.10507202148438
lobelia4cosmetics,22799.jpg,bottle,0.5017,384.76922607421875,48.1182861328125,893.2186889648438,1247.9295654296875
lobelia4cosmetics,22804.jpg,bottle,0.7991,231.97686767578125,50.63671875,617.466064453125,1209.08837890625
lobelia4cosmetics,22804.jpg,bottle,0.4544,167.2331085205078,7.167457580566406,211.47850036621094,118.16716003417969
lobelia4cosmetics,22804.jpg,bottle,0.3869,240.13380432128906,181.57293701171875,277.6463623046875,275.28765869140625
lobelia4cosmetics,22804.jpg,bottle,0.3355,126.84619903564453,7.8246917724609375,165.18048095703125,112.24278259277344
lobelia4cosmetics,22804.jpg,bottle,0.29,302.938720703125,0.213104248046875,353.171630859375,93.8619155883789
lobelia4cosmetics,22804.jpg,bottle,0.2832,132.78753662109375,178.57354736328125,168.87664794921875,270.879150390625
lobelia4cosmetics,22804.jpg,bottle,0.2719,256.533203125,6.15045166015625,306.9818115234375,109.56645965576172
lobelia4cosmetics,22804.jpg,bottle,0.2537,349.08184814453125,1.7167510986328125,391.66888427734375,84.14718627929688
lobelia4cosmetics,22806.jpg,cup,0.2695,208.32391357421875,199.06948852539062,680.6340942382812,963.3946533203125
lobelia4cosmetics,22806.jpg,book,0.2602,194.9959716796875,18.444625854492188,246.24313354492188,121.50985717773438
lobelia4cosmetics,22807.jpg,bottle,0.9407,289.82391357421875,16.498291015625,657.1548461914062,1177.542236328125
lobelia4cosmetics,22807.jpg,bottle,0.372,162.3916473388672,247.93397521972656,213.5069122314453,366.0498046875
lobelia4cosmetics,22807.jpg,bottle,0.3689,44.694786071777344,93.13899993896484,91.13805389404297,203.36990356445312
lobelia4cosmetics,22807.jpg,bottle,0.3392,125.40282440185547,265.43182373046875,164.20404052734375,356.51519775390625
lobelia4cosmetics,22807.jpg,bottle,0.3206,7.136287689208984,100.61170959472656,43.44850540161133,201.0812530517578
lobelia4cosmetics,22807.jpg,bottle,0.2943,280.1944885253906,243.78387451171875,331.9880676269531,364.94061279296875
lobelia4cosmetics,22807.jpg,bottle,0.2571,243.58047485351562,246.50454711914062,285.8399353027344,363.0044860839844
lobelia4cosmetics,22814.jpg,bottle,0.2803,323.6605224609375,21.8489990234375,952.27978515625,1239.82666015625
lobelia4cosmetics,22815.jpg,bottle,0.5792,158.8508758544922,6.463404178619385,516.1170043945312,668.5074462890625
lobelia4cosmetics,22816.jpg,bottle,0.4222,361.4585266113281,10.79443359375,916.699462890625,1258.417236328125
lobelia4cosmetics,22817.jpg,bottle,0.9408,214.63458251953125,175.2706298828125,604.78857421875,1125.698974609375
lobelia4cosmetics,22817.jpg,bottle,0.4057,161.14404296875,11.878402709960938,234.10586547851562,176.33990478515625
lobelia4cosmetics,22818.jpg,bottle,0.9544,268.284912109375,92.2586669921875,682.0020141601562,1125.9364013671875
lobelia4cosmetics,22818.jpg,bottle,0.3473,157.9413604736328,4.7064361572265625,230.93101501464844,163.90965270996094
lobelia4cosmetics,22819.jpg,bottle,0.8417,243.3819580078125,75.22607421875,645.6837158203125,1116.77783203125
lobelia4cosmetics,22820.jpg,bottle,0.7357,193.45654296875,185.31884765625,534.9813232421875,1251.53955078125
lobelia4cosmetics,22820.jpg,bottle,0.4358,310.1332092285156,7.78521728515625,385.5140075683594,175.21914672851562
lobelia4cosmetics,22820.jpg,bottle,0.4285,442.58795166015625,0.308013916015625,539.8163452148438,199.891357421875
lobelia4cosmetics,22820.jpg,bottle,0.4153,596.6041259765625,0.0762176513671875,684.3245849609375,187.2965850830078
lobelia4cosmetics,22820.jpg,bottle,0.3795,381.11236572265625,2.1722259521484375,449.53759765625,174.5565643310547
lobelia4cosmetics,22821.jpg,bottle,0.907,231.3582763671875,79.7554931640625,633.2291259765625,1255.1390380859375
lobelia4cosmetics,22824.jpg,bottle,0.9319,205.0701904296875,108.801513671875,739.838134765625,1234.82666015625
lobelia4cosmetics,22826.jpg,bottle,0.5708,97.64436340332031,54.83056640625,606.3384399414062,1275.34228515625
lobelia4cosmetics,22827.jpg,bottle,0.5017,384.76922607421875,48.1182861328125,893.2186889648438,1247.9295654296875
lobelia4cosmetics,22828.jpg,bottle,0.4746,147.38687133789062,21.769062042236328,404.4281311035156,534.9935302734375
lobelia4cosmetics,22831.jpg,bottle,0.2756,18.09191131591797,5.777862548828125,258.3084716796875,315.1745300292969
lobelia4cosmetics,22834.jpg,bottle,0.5191,127.6429443359375,120.63406372070312,743.7197265625,1100.805419921875
lobelia4cosmetics,22836.jpg,cell phone,0.3196,97.504150390625,147.2822265625,798.3117065429688,1245.9461669921875
lobelia4cosmetics,22839.jpg,bottle,0.9045,295.685791015625,15.914794921875,682.66748046875,1057.99609375
lobelia4cosmetics,22839.jpg,dining table,0.338,0.0,723.7646484375,959.79150390625,1279.274658203125
lobelia4cosmetics,22840.jpg,person,0.79,184.86105346679688,221.7742462158203,317.3966369628906,416.50958251953125
lobelia4cosmetics,22840.jpg,person,0.3781,370.0992431640625,347.32373046875,432.4412841796875,460.6744384765625
lobelia4cosmetics,22840.jpg,bottle,0.3565,361.584228515625,110.78318786621094,539.0,517.6028442382812
lobelia4cosmetics,22842.jpg,bottle,0.7326,266.14166259765625,95.5146713256836,426.87945556640625,534.071533203125
lobelia4cosmetics,22843.jpg,bottle,0.3064,99.2536392211914,171.90939331054688,267.77880859375,609.9237670898438
lobelia4cosmetics,22843.jpg,book,0.2674,290.2836608886719,12.791827201843262,531.7767333984375,623.268310546875
lobelia4cosmetics,22844.jpg,person,0.79,184.86105346679688,221.7742462158203,317.3966369628906,416.50958251953125
lobelia4cosmetics,22844.jpg,person,0.3781,370.0992431640625,347.32373046875,432.4412841796875,460.6744384765625
lobelia4cosmetics,22844.jpg,bottle,0.3565,361.584228515625,110.78318786621094,539.0,517.6028442382812
lobelia4cosmetics,22846.jpg,person,0.4573,465.8716125488281,368.70611572265625,596.583984375,578.1015625
lobelia4cosmetics,22846.jpg,book,0.3185,195.7894744873047,710.8551025390625,598.436279296875,799.7451782226562
lobelia4cosmetics,22847.jpg,bottle,0.8007,270.51751708984375,106.64507293701172,417.2012939453125,515.5501708984375
lobelia4cosmetics,22848.jpg,person,0.5968,717.9029541015625,476.201171875,1092.5177001953125,1034.3165283203125
lobelia4cosmetics,22848.jpg,person,0.325,680.311767578125,481.537109375,1095.8270263671875,1223.338134765625
lobelia4cosmetics,22851.jpg,bottle,0.588,218.26547241210938,32.604549407958984,486.8515319824219,641.9086303710938
lobelia4cosmetics,22851.jpg,bottle,0.3194,217.45228576660156,206.17160034179688,486.5111999511719,655.9906005859375
lobelia4cosmetics,22857.jpg,bottle,0.5017,384.76922607421875,48.1182861328125,893.2186889648438,1247.9295654296875
lobelia4cosmetics,22859.jpg,bottle,0.5792,158.8508758544922,6.463404178619385,516.1170043945312,668.5074462890625
lobelia4cosmetics,22860.jpg,bottle,0.3848,124.63370513916016,62.590789794921875,373.5701599121094,498.96002197265625
lobelia4cosmetics,22861.jpg,person,0.5968,717.9029541015625,476.201171875,1092.5177001953125,1034.3165283203125
lobelia4cosmetics,22861.jpg,person,0.325,680.311767578125,481.537109375,1095.8270263671875,1223.338134765625
lobelia4cosmetics,22862.jpg,bottle,0.9319,205.0701904296875,108.801513671875,739.838134765625,1234.82666015625
lobelia4cosmetics,22863.jpg,bottle,0.9045,295.685791015625,15.914794921875,682.66748046875,1057.99609375
lobelia4cosmetics,22863.jpg,dining table,0.338,0.0,723.7646484375,959.79150390625,1279.274658203125
lobelia4cosmetics,22864.jpg,dining table,0.2931,0.0,808.1009521484375,958.4478759765625,1279.3157958984375
lobelia4cosmetics,22865.jpg,bottle,0.7241,227.2274169921875,0.0,680.6746215820312,1115.6658935546875
lobelia4cosmetics,22867.jpg,book,0.2754,204.39111328125,73.287109375,930.000244140625,1277.3736572265625
lobelia4cosmetics,22868.jpg,bottle,0.2803,323.6605224609375,21.8489990234375,952.27978515625,1239.82666015625
lobelia4cosmetics,22870.jpg,bottle,0.5708,97.64436340332031,54.83056640625,606.3384399414062,1275.34228515625
lobelia4cosmetics,22871.jpg,book,0.3502,159.8045654296875,135.296630859375,1187.043212890625,1139.572509765625
lobelia4cosmetics,22871.jpg,bottle,0.2629,1163.064208984375,533.8660888671875,1237.850830078125,749.7445068359375
lobelia4cosmetics,22872.jpg,bottle,0.9157,484.8349609375,41.82861328125,885.3553466796875,1160.232421875
lobelia4cosmetics,22872.jpg,bottle,0.8189,106.34913635253906,34.5926513671875,497.423583984375,1166.88427734375
lobelia4cosmetics,22873.jpg,bottle,0.869,220.66432189941406,95.57861328125,719.3087158203125,1213.134521484375
lobelia4cosmetics,22874.jpg,cell phone,0.4635,152.5556640625,274.4083251953125,631.627685546875,1260.31494140625
lobelia4cosmetics,22876.jpg,bottle,0.5708,97.64436340332031,54.83056640625,606.3384399414062,1275.34228515625
lobelia4cosmetics,22879.jpg,person,0.6241,283.80517578125,713.6126708984375,778.5501708984375,1221.8541259765625
lobelia4cosmetics,22879.jpg,surfboard,0.3663,124.2664794921875,23.7469482421875,1189.0,1277.0135498046875
lobelia4cosmetics,22882.jpg,bottle,0.8308,202.870361328125,99.286865234375,785.1199951171875,1248.429443359375
lobelia4cosmetics,22884.jpg,teddy bear,0.3179,390.439697265625,845.44384765625,524.0938720703125,1064.57861328125
lobelia4cosmetics,22889.jpg,bottle,0.87,363.4574890136719,51.875732421875,923.63525390625,1278.2078857421875
lobelia4cosmetics,22890.jpg,bottle,0.4841,172.86175537109375,85.170166015625,654.9950561523438,1171.663818359375
lobelia4cosmetics,22890.jpg,dining table,0.2949,0.0,950.0220336914062,849.5654296875,1278.919921875
lobelia4cosmetics,22891.jpg,bottle,0.588,218.26547241210938,32.604549407958984,486.8515319824219,641.9086303710938
lobelia4cosmetics,22891.jpg,bottle,0.3194,217.45228576660156,206.17160034179688,486.5111999511719,655.9906005859375
lobelia4cosmetics,22892.jpg,parking meter,0.2555,87.98713684082031,11.097335815429688,457.6512145996094,786.5708618164062
lobelia4cosmetics,22893.jpg,person,0.6241,283.80517578125,713.6126708984375,778.5501708984375,1221.8541259765625
lobelia4cosmetics,22893.jpg,surfboard,0.3663,124.2664794921875,23.7469482421875,1189.0,1277.0135498046875
lobelia4cosmetics,22894.jpg,person,0.6789,433.2819519042969,94.08354949951172,602.556396484375,356.2391662597656
lobelia4cosmetics,22894.jpg,stop sign,0.2719,119.3766860961914,158.48260498046875,498.2906188964844,518.3598022460938
lobelia4cosmetics,22896.jpg,bottle,0.6552,240.92254638671875,685.3653564453125,331.9996032714844,937.0071411132812
lobelia4cosmetics,22896.jpg,bottle,0.6379,340.8867492675781,593.5812377929688,436.2984924316406,845.5999755859375
lobelia4cosmetics,22896.jpg,bottle,0.6189,857.34619140625,181.3132781982422,923.00048828125,388.2864990234375
lobelia4cosmetics,22896.jpg,bottle,0.6081,528.68408203125,405.0157775878906,596.2427978515625,610.2046508789062
lobelia4cosmetics,22896.jpg,bottle,0.6054,626.110107421875,826.2855834960938,692.0267333984375,1016.648681640625
lobelia4cosmetics,22896.jpg,bottle,0.5932,702.87548828125,826.0935668945312,774.1332397460938,1011.4839477539062
lobelia4cosmetics,22896.jpg,bottle,0.5883,769.2465209960938,182.5730743408203,841.42236328125,389.4698791503906
lobelia4cosmetics,22896.jpg,bottle,0.569,856.3300170898438,400.4423828125,922.0177001953125,603.2119750976562
lobelia4cosmetics,22896.jpg,bottle,0.5684,612.2109375,403.7601318359375,680.4342041015625,609.7031860351562
lobelia4cosmetics,22896.jpg,bottle,0.5624,699.5103149414062,404.22711181640625,761.6079711914062,607.2855834960938
lobelia4cosmetics,22896.jpg,bottle,0.5369,467.82928466796875,835.7783203125,533.5513305664062,1026.258056640625
lobelia4cosmetics,22896.jpg,bottle,0.5203,587.0342407226562,177.6331329345703,673.6362915039062,392.1693115234375
lobelia4cosmetics,22896.jpg,bottle,0.5048,686.3883056640625,181.66262817382812,760.4796752929688,391.45343017578125
lobelia4cosmetics,22896.jpg,bottle,0.4913,620.2384033203125,620.79833984375,683.4635620117188,815.3356323242188
lobelia4cosmetics,22896.jpg,bottle,0.4902,778.9935302734375,402.95068359375,841.6917724609375,605.7481079101562
lobelia4cosmetics,22896.jpg,bottle,0.4899,547.6871948242188,832.4832763671875,613.2256469726562,1019.6884155273438
lobelia4cosmetics,22896.jpg,bottle,0.4856,445.79437255859375,404.8258056640625,512.52685546875,613.2114868164062
lobelia4cosmetics,22896.jpg,bottle,0.4419,856.6394653320312,822.3032836914062,926.8344116210938,1003.7725830078125
lobelia4cosmetics,22896.jpg,bottle,0.4393,783.3997192382812,827.9736938476562,851.184326171875,1007.6046142578125
lobelia4cosmetics,22896.jpg,bottle,0.3887,857.2748413085938,615.411376953125,930.83740234375,807.4843139648438
lobelia4cosmetics,22896.jpg,bottle,0.3397,503.9788818359375,172.85775756835938,588.8236694335938,391.9591369628906
lobelia4cosmetics,22896.jpg,bottle,0.3238,405.2379455566406,167.744140625,502.8370666503906,393.13848876953125
lobelia4cosmetics,22896.jpg,bottle,0.3154,778.30517578125,614.508544921875,850.9862060546875,809.7899780273438
lobelia4cosmetics,22896.jpg,bottle,0.2966,542.311767578125,621.2264404296875,609.3078002929688,819.2339477539062
lobelia4cosmetics,22896.jpg,bottle,0.2851,454.06707763671875,621.9121704101562,524.4823608398438,820.8240356445312
lobelia4cosmetics,22897.jpg,bottle,0.8552,140.56344604492188,600.98486328125,268.29931640625,929.7630615234375
lobelia4cosmetics,22897.jpg,bottle,0.7981,728.9548950195312,209.768310546875,924.1419067382812,515.9201049804688
lobelia4cosmetics,22897.jpg,bottle,0.7763,221.6152801513672,367.58599853515625,356.3298034667969,669.843017578125
lobelia4cosmetics,22897.jpg,bottle,0.6701,335.8790283203125,334.1639099121094,533.8873901367188,611.4681396484375
lobelia4cosmetics,22897.jpg,bottle,0.6244,889.4122314453125,165.84072875976562,1074.4654541015625,450.3980712890625
lobelia4cosmetics,22897.jpg,bottle,0.5701,650.8056640625,217.21035766601562,771.6297607421875,504.91949462890625
lobelia4cosmetics,22898.jpg,suitcase,0.3223,225.74366760253906,307.1627197265625,402.80078125,458.5603942871094
lobelia4cosmetics,22899.jpg,oven,0.253,152.57540893554688,51.146392822265625,303.900390625,204.10507202148438
lobelia4cosmetics,22901.jpg,bottle,0.5191,127.6429443359375,120.63406372070312,743.7197265625,1100.805419921875
lobelia4cosmetics,22904.jpg,bottle,0.588,218.26547241210938,32.604549407958984,486.8515319824219,641.9086303710938
lobelia4cosmetics,22904.jpg,bottle,0.3194,217.45228576660156,206.17160034179688,486.5111999511719,655.9906005859375
lobelia4cosmetics,22907.jpg,refrigerator,0.4817,7.7161865234375,57.0975341796875,601.2037353515625,1224.204833984375
tikvahpharma,188367.jpg,person,0.8411,601.5857543945312,108.37841796875,865.3233032226562,662.32470703125
tikvahpharma,188367.jpg,person,0.6812,40.10015869140625,173.81158447265625,586.146484375,661.7960815429688
